Масса;EHP_WEIGHT;Профиль
Длина секции;EHP_MLENGTH;Профиль
Длина;EHP_LENGTH;Профиль
Ширина;EHP_WIDTH;Профиль
Высота;EHP_HEIGHT;Профиль
Специализация;EHP_SPECIALITY;Труба_электротехническая
Тип элемента;EHP_TYPE;Труба_электротехническая
Тип группы;EHP_ASSMBLY_TYPE;Труба_электротехническая
Марка группы;EHP_ASMBLY_MARK;Труба_электротехническая
Наименование;EHP_NAME;Труба_электротехническая
Обозначение;EHP_TAG;Труба_электротехническая
Производитель;EHP_MANUFACTURER;Труба_электротехническая
Артикул производителя;EHP_REFERENCE;Труба_электротехническая
Класс материала;EHP_M_CLASS;Труба_электротехническая
Диаметр;EHP_DIAM;Труба_электротехническая
Диаметр 2;EHP_DIAM2;Труба_электротехническая
Длина;EHP_LENGTH;Труба_электротехническая
Специализация;EHP_SPECIALITY;Аксессуар_для_трубных_трасс
Тип элемента;EHP_TYPE;Аксессуар_для_трубных_трасс
Тип группы;EHP_ASSMBLY_TYPE;Аксессуар_для_трубных_трасс
Марка группы;EHP_ASMBLY_MARK;Аксессуар_для_трубных_трасс
Наименование;EHP_NAME;Аксессуар_для_трубных_трасс
Обозначение;EHP_TAG;Аксессуар_для_трубных_трасс
Производитель;EHP_MANUFACTURER;Аксессуар_для_трубных_трасс
Артикул производителя;EHP_REFERENCE;Аксессуар_для_трубных_трасс
Класс материала;EHP_M_CLASS;Аксессуар_для_трубных_трасс
Масса;EHP_WEIGHT;Аксессуар_для_трубных_трасс
Длина;EHP_LENGTH;Аксессуар_для_трубных_трасс
Ширина;EHP_WIDTH;Аксессуар_для_трубных_трасс
Диаметр;EHP_DIAM;Аксессуар_для_трубных_трасс
Специализация;EHP_SPECIALITY;Ящик_протяжной
Тип элемента;EHP_TYPE;Ящик_протяжной
Тип группы;EHP_ASSMBLY_TYPE;Ящик_протяжной
Марка группы;EHP_ASMBLY_MARK;Ящик_протяжной
Наименование;EHP_NAME;Ящик_протяжной
Производитель;EHP_MANUFACTURER;Ящик_протяжной
Артикул производителя;EHP_REFERENCE;Ящик_протяжной
Способ установки;EHP_MNT_TYPE;Ящик_протяжной
Степень защиты IP;EHP_IP;Ящик_протяжной
Климатическое исполнение;EHP_CLIMATE_CLSS;Ящик_протяжной
Класс материала;EHP_M_CLASS;Ящик_протяжной
Длина;EHP_LENGTH;Ящик_протяжной
Ширина;EHP_WIDTH;Ящик_протяжной
Высота;EHP_HEIGHT;Ящик_протяжной
Специализация;EHP_SPECIALITY;Держатель
Тип элемента;EHP_TYPE;Держатель
Тип группы;EHP_ASSMBLY_TYPE;Держатель
Марка группы;EHP_ASMBLY_MARK;Держатель
Наименование;EHP_NAME;Держатель
Обозначение;EHP_TAG;Держатель
Производитель;EHP_MANUFACTURER;Держатель
Артикул производителя;EHP_REFERENCE;Держатель
Класс материала;EHP_M_CLASS;Держатель
Масса;EHP_WEIGHT;Держатель
Длина;EHP_LENGTH;Держатель
Ширина;EHP_WIDTH;Держатель
Высота;EHP_HEIGHT;Держатель
Диаметр;EHP_DIAM;Держатель
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
